Date,Open,High,Low,Close,Volume,Parabolic SAR,Prediction for Close,
6/28/2012,15120,15120,15042,15070,5555,15310,,
6/29/2012,15001,15014,14875,14876,19726,15299.24,,
7/2/2012,15065,15102,15014,15085,44623,15255.12,,
7/3/2012,15090,15144,15023,15120,5252,15215.58,,
7/4/2012,15202,15224,15157,15220,18098,14875,,
7/5/2012,15230,15296,15195,15247,3304,14888.99,,
7/6/2012,15120,15154,15091,15091,2963,14931.32,,
7/9/2012,14997,15033,14933,15023,4638,15296,,
7/10/2012,15064,15128,15015,15066,2758,15285.34,,
7/11/2012,14940,14973,14914,14925,22143,15257.22,,
7/12/2012,14900,14955,14817,14901,16235,15203.68,,
7/13/2012,14953,15185,14920,14971,8901,14817,,
7/16/2012,15015,15061,15000,15020,5208,14833.17,,
7/17/2012,15033,15033,14947,14973,9181,14848.5,,
7/18/2012,14925,14925,14825,14825,4083,15185,,
7/19/2012,14708,14735,14661,14693,5730,15171.22,,
7/20/2012,14702,14736,14671,14716,3139,15118.16,,
7/23/2012,14767,14841,14767,14800,12835,15070.61,,
7/24/2012,14870,14884,14801,14805,53820,15028.01,,
7/25/2012,14864,15023,14864,15000,72234,14661,,
7/26/2012,15048,15067,15010,15023,4814,14674.73,,
7/27/2012,15042,15042,14981,15000,3088,14715.52,,
7/30/2012,15010,15023,14960,14970,10059,14752.08,,
7/31/2012,14919,14979,14856,14856,3903,14784.83,,
8/1/2012,14904,14905,14857,14858,9874,14814.18,,
8/2/2012,14823,14831,14768,14772,7798,15067,,
8/3/2012,14720,14724,14675,14675,6024,15056.03,,
8/6/2012,14715,14728,14680,14700,4360,15016.4,,
8/7/2012,14742,14770,14712,14728,3573,14980.9,,
8/8/2012,14763,14787,14754,14772,5776,14949.08,,
8/9/2012,14780,14796,14719,14757,6530,14920.58,,
8/10/2012,14772,14825,14767,14800,4612,14895.04,,
8/13/2012,14826,14891,14826,14869,6239,14675,,
8/14/2012,14825,14846,14800,14801,3953,14683.11,,
8/15/2012,14775,14810,14751,14810,13068,14700.05,,
8/16/2012,14796,14818,14767,14789,3405,14715.23,,
8/17/2012,14838,14941,14838,14911,2536,14728.83,,
8/20/2012,14985,15012,14972,14991,3627,14761.93,,
8/21/2012,14995,14997,14948,14981,3063,14813.94,,
8/22/2012,15122,15219,15122,15219,9755,14855.14,,
8/23/2012,15280,15320,15230,15320,12952,14949.74,,
8/24/2012,15395,15487,15395,15484,10812,15065.26,,
8/27/2012,15529,15625,15529,15625,13098,15218.78,,
8/28/2012,15625,15625,15480,15519,7175,15387.76,,
8/29/2012,15525,15600,15518,15586,4545,15480,,
8/30/2012,15500,15563,15495,15560,4745,15625,,
8/31/2012,15600,15600,15533,15541,5741,15495,,
9/3/2012,15800,15955,15800,15930,11630,15498.54,,
9/4/2012,15951,16045,15935,16000,23943,15546.01,,
9/5/2012,16030,16059,16016,16030,11104,15623.85,,
9/6/2012,16049,16091,16040,16070,8412,15714.36,,
9/7/2012,16030,16030,15840,15881,13472,15812.29,,
9/10/2012,16175,16244,16171,16217,20753,15840,,
9/11/2012,16190,16221,16165,16190,12295,15966.05,,
9/12/2012,16069,16082,16019,16080,7797,16244,,
9/13/2012,16015,16035,15953,15980,7846,16207.03,,
9/14/2012,16211,16252,16196,16245,74690,15953,,
9/17/2012,16273,16328,16271,16310,59364,15959.71,,
9/18/2012,16260,16270,16200,16246,37956,15998.01,,
9/19/2012,16360,16431,16351,16431,36505,16032.33,,
9/20/2012,16365,16436,16350,16436,9870,16094.52,,
9/21/2012,16401,16405,16343,16380,7993,16165.55,,
9/24/2012,16399,16422,16300,16334,9383,16221.8,,
9/25/2012,16358,16399,16336,16340,8562,16266.36,,
9/26/2012,16410,16479,16410,16479,9375,16301.64,,
9/27/2012,16368,16368,16300,16300,5528,16479,,
9/28/2012,16451,16478,16431,16473,8088,16300,,
10/1/2012,16489,16526,16475,16518,3348,16303.54,,
10/2/2012,16582,16684,16566,16674,8444,16326.67,,
10/3/2012,16705,16808,16700,16805,11691,16382.42,,
10/4/2012,16843,16880,16815,16832,19284,16470.94,,
10/5/2012,16901,16929,16870,16915,13752,16577.29,,
10/8/2012,16920,16921,16775,16866,32465,16687.02,,
10/9/2012,16833,16833,16783,16803,10374,16762.52,,
10/10/2012,16734,16742,16660,16663,12106,16929,,
10/11/2012,16660,16660,16563,16583,8209,16903.1,,
10/12/2012,16641,16682,16632,16647,5862,16878.56,,
10/15/2012,16494,16513,16468,16498,40574,16855.28,,
10/16/2012,16380,16380,16344,16348,17931,16833.22,,
10/17/2012,16400,16430,16390,16430,3674,16782.34,,
10/18/2012,16306,16310,16263,16273,25947,16736.75,,
10/19/2012,16236,16240,16180,16191,42995,16662.85,,
10/22/2012,16066,16170,16050,16157,11119,16562.42,,
10/23/2012,16157,16181,16141,16154,4080,16429.19,,
10/24/2012,16072,16101,16020,16031,11506,16330.6,,
10/25/2012,15932,15942,15900,15916,25184,16233.69,,
10/26/2012,15975,16012,15969,15975,18834,16112.23,,
10/29/2012,15975,16018,15971,16004,13100,16034.98,,
10/30/2012,15988,16050,15930,16050,4201,15900,,
10/31/2012,15943,16050,15915,16050,8686,16050,,
11/1/2012,16039,16075,15999,16075,12358,15915,,
11/2/2012,15938,15985,15885,15885,7772,16075,,
11/5/2012,15694,15736,15663,15680,16079,16071.05,,
11/6/2012,15680,15800,15606,15800,13260,16028.61,,
11/7/2012,15810,16022,15810,16000,19369,15606,,
11/8/2012,16025,16040,15965,15970,5970,15625.71,,
11/9/2012,16100,16170,16100,16148,39272,15668.79,,
11/12/2012,16164,16164,16071,16114,7386,15746.98,,
11/13/2012,16034,16097,15971,16097,3798,15812.97,,
11/14/2012,15983,15990,15959,15990,4074,15868.67,,
11/15/2012,16080,16129,16061,16129,10627,15915.68,,
11/16/2012,16076,16076,16001,16018,5589,15955.35,,
11/19/2012,16000,16070,15987,16070,16916,16170,,
11/20/2012,16100,16100,16050,16090,5942,16151.28,,
11/21/2012,16110,16110,16051,16075,6722,16133.53,,
11/22/2012,16086,16130,16080,16122,4788,15987,,
11/23/2012,16100,16109,16061,16073,3397,15993.4,,
11/26/2012,16130,16179,16130,16179,7414,15999.46,,
11/27/2012,16177,16179,16124,16179,5146,16018.13,,
11/28/2012,16144,16144,16085,16103,6546,16034.86,,
11/29/2012,15947,15947,15855,15870,14165,16179,,
11/30/2012,16000,16007,15968,15995,5918,16172.86,,
12/3/2012,15894,15994,15882,15994,6781,16151.56,,
12/4/2012,15922,15922,15814,15820,13110,16109.51,,
12/5/2012,15680,15750,15626,15750,21287,16048.04,,
12/6/2012,15659,15676,15581,15605,11563,15938.31,,
12/7/2012,15681,15714,15675,15695,7062,15826.83,,
12/10/2012,15690,15743,15663,15740,3998,15750.13,,
12/11/2012,15750,15793,15654,15793,14814,15581,,
12/12/2012,15692,15790,15640,15790,10496,15603.15,,
12/13/2012,15629,15679,15525,15599,13875,15793,,
12/14/2012,15515,15612,15515,15550,7138,15785.04,,
12/17/2012,15566,15640,15476,15510,21883,15756.96,,
12/18/2012,15566,15612,15530,15608,4196,15713.13,,
12/19/2012,15376,15411,15337,15362,19597,15676.14,,
12/20/2012,15376,15408,15350,15360,9035,15605.6,,
12/21/2012,15299,15299,15115,15170,28849,15549.73,,
12/24/2012,15385,15424,15300,15375,19328,15436.7,,
12/27/2012,15350,15462,15350,15438,8385,15115,,
12/28/2012,15524,15524,15461,15465,3524,15144.33,,
12/31/2012,15385,15434,15385,15429,2423,15172.13,,
1/2/2013,15580,15580,15425,15476,21986,15198.49,,
1/3/2013,15529,15553,15503,15526,3155,15223.48,,
1/4/2013,15361,15363,15200,15277,11070,15580,,
1/7/2013,15235,15317,15235,15282,6674,15568.04,,
1/8/2013,15165,15201,15120,15189,5269,15533.4,,
1/9/2013,15397,15397,15234,15235,13408,15468.91,,
1/10/2013,15300,15300,15152,15210,6237,15414.48,,
1/11/2013,15300,15318,15250,15250,6238,15368.54,,
1/14/2013,15248,15274,15207,15220,1828,15329.77,,
1/15/2013,15280,15320,15230,15300,6310,15120,,
1/16/2013,15302,15397,15302,15388,15403,15134.4,,
1/17/2013,15380,15450,15342,15450,16177,15148.06,,
1/18/2013,15410,15524,15410,15500,5114,15179.46,,
1/21/2013,15500,15550,15498,15525,1822,15233.21,,
1/22/2013,15590,15590,15495,15511,9337,15299.1,,
1/23/2013,15580,15580,15481,15490,3553,15374.74,,
1/24/2013,15456,15476,15423,15435,3936,15590,,
1/25/2013,15450,15450,15380,15395,4778,15571.28,,
1/29/2013,15350,15354,15301,15335,15034,15553.53,,
1/30/2013,15389,15389,15329,15349,4303,15536.71,,
1/31/2013,15531,15632,15512,15610,8228,15301,,
2/1/2013,15430,15460,15369,15450,10193,15310.1,,
2/4/2013,15450,15485,15410,15456,7117,15318.73,,
2/5/2013,15520,15549,15429,15549,11681,15336.02,,
2/6/2013,15522,15615,15518,15615,17299,15369.24,,
2/7/2013,15681,15724,15663,15702,20570,15420.36,,
2/8/2013,15720,15720,15664,15665,8042,15499.31,,
2/11/2013,15643,15650,15560,15625,8379,15557.73,,
2/12/2013,15520,15531,15436,15506,8639,15724,,
2/13/2013,15485,15485,15369,15381,6111,15705.54,,
2/14/2013,15319,15353,15269,15330,6498,15688.04,,
2/15/2013,15250,15284,15185,15198,10860,15644.46,,
2/18/2013,15100,15196,15089,15118,11934,15572.78,,
2/19/2013,15045,15115,15043,15073,14934,15472.16,,
2/20/2013,14981,15020,14955,14971,14203,15360.58,,
2/21/2013,14760,14802,14657,14688,22900,15234.04,,
2/22/2013,14758,14843,14758,14802,16771,15024,,
2/25/2013,14800,14892,14755,14854,24002,14657,,
2/26/2013,14935,15000,14925,14925,20612,14702.45,,
2/27/2013,15200,15250,15200,15245,17473,14745.53,,
2/28/2013,15091,15100,15000,15005,15277,14786.38,,
3/1/2013,14961,14961,14868,14888,19684,14825.1,,
3/4/2013,14950,15043,14931,15023,38935,14861.8,,
3/5/2013,14925,14949,14877,14900,12232,15250,,
3/6/2013,14850,14850,14789,14824,10162,15224.26,,
3/7/2013,14935,14953,14886,14901,12734,15199.86,,
3/8/2013,14850,14877,14815,14870,2241,15176.72,,
3/11/2013,14911,14945,14885,14910,8261,15154.8,,
3/12/2013,14802,14900,14802,14900,9015,15134.01,,
3/13/2013,14900,14917,14872,14917,8720,15114.3,,
3/14/2013,14905,14905,14750,14758,13466,15095.62,,
3/15/2013,14762,14825,14759,14808,13463,15059.67,,
3/18/2013,14905,14950,14826,14891,13350,15027.46,,
3/19/2013,14901,14939,14868,14900,6682,14998.61,,
3/20/2013,14995,15026,14980,14986,7581,14750,,
3/21/2013,14952,14971,14895,14895,7896,14760.56,,
3/22/2013,15000,15000,14913,14925,4371,14782.44,,
3/25/2013,14870,14896,14784,14860,4558,15026,,
3/26/2013,14811,14812,14765,14785,5717,15019.19,,
3/27/2013,14755,14757,14720,14750,5064,14992.75,,
3/28/2013,14798,14878,14798,14870,4027,14950.2,,
4/2/2013,14811,14828,14763,14763,5560,14914.29,,
4/3/2013,14585,14603,14444,14459,13705,14883.98,,
4/4/2013,14421,14446,14197,14271,23206,14792.47,,
4/5/2013,14344,14433,14344,14356,9380,14637.64,,
4/8/2013,14696,14700,14656,14697,3651,14197,,
4/9/2013,14553,14600,14517,14600,9346,14233.35,,
4/10/2013,14611,14675,14548,14582,9192,14267.81,,
4/11/2013,14323,14337,14211,14306,9916,14700,,
4/12/2013,14275,14307,14254,14259,25145,14690.48,,
4/15/2013,13778,13778,13002,13400,127185,14645.09,,
4/16/2013,12718,12718,12354,12700,54833,14388.77,,
4/17/2013,12722,12840,12684,12755,28578,13965.54,,
4/18/2013,12731,12880,12502,12820,39148,13630.34,,
4/19/2013,13001,13156,12982,13150,21199,13364.86,,
4/22/2013,13170,13332,13160,13304,13115,12354,,
4/23/2013,13375,13480,13343,13410,10991,12457.12,,
4/24/2013,13317,13381,13250,13305,13689,12554.87,,
4/26/2013,13671,13865,13671,13817,14122,12647.54,,
4/29/2013,13767,13767,13704,13735,7619,12735.39,,
4/30/2013,13700,13740,13590,13590,4232,12818.68,,
5/1/2013,13707,13710,13640,13690,23948,12897.63,,
5/2/2013,13640,13680,13529,13610,12424,12972.48,,
5/3/2013,13680,13850,13680,13850,20258,13043.43,,
5/6/2013,13723,13850,13723,13801,17634,13110.7,,
5/7/2013,13790,13850,13701,13800,9189,13174.46,,
5/8/2013,13700,13758,13670,13710,6570,13234.92,,
5/9/2013,13850,13926,13750,13815,12674,13292.22,,
5/10/2013,13880,13950,13849,13950,5113,13346.55,,
5/13/2013,13850,13850,13718,13789,8013,13398.06,,
5/14/2013,13850,13940,13800,13916,17336,13446.88,,
5/15/2013,13860,13890,13800,13800,5986,13493.17,,
5/16/2013,13603,13650,13474,13565,53646,13950,,
5/17/2013,13476,13669,13476,13669,5277,13908.92,,
5/20/2013,13311,13350,13180,13250,12594,13869.98,,
5/21/2013,13300,13700,13300,13700,22913,13833.06,,
5/22/2013,13480,13607,13460,13590,6235,13798.06,,
5/23/2013,13600,13757,13551,13750,9902,13764.88,,
5/24/2013,13750,13897,13750,13862,8309,13180,,
5/27/2013,13800,13950,13800,13937,5199,13210,,
5/28/2013,13950,13969,13850,13850,4388,13286.96,,
5/29/2013,13900,13996,13895,13900,3878,13393.36,,
5/30/2013,13930,13981,13880,13970,11683,13518.71,,
5/31/2013,14000,14200,14000,14151,7673,13617.99,,
6/3/2013,13974,14009,13935,13956,13858,13769.31,,
6/4/2013,13960,14006,13910,13991,11727,13881.29,,
6/5/2013,13925,14055,13925,14040,7691,14200,,
6/6/2013,14150,14286,14150,14240,9899,13925,,
6/7/2013,14283,14365,14215,14299,10850,13931.76,,
6/11/2013,14120,14210,14051,14185,4441,13976.82,,
6/12/2013,14100,14100,13979,14022,10060,14365,,
6/13/2013,14012,14194,14012,14077,37343,14348.67,,
6/14/2013,13901,13932,13855,13900,2653,14313.66,,
6/17/2013,13900,13959,13880,13885,3000,14242.11,,
6/18/2013,13914,14020,13910,13939,7510,14181.72,,
6/19/2013,13917,13968,13850,13850,7760,14130.75,,
6/20/2013,13923,14030,13860,13999,18932,14072.36,,
6/21/2013,13364,13515,13235,13450,46362,14030,,
6/24/2013,13399,13559,13387,13424,18140,13823.3,,
6/25/2013,13301,13400,13300,13300,16147,13670.34,,
6/26/2013,13260,13270,12950,12950,11562,13557.15,,
6/27/2013,12500,12865,12401,12850,17921,13367.72,,
6/28/2013,12530,12580,12325,12560,27359,13015.84,,
7/1/2013,12973,13075,12925,13028,10720,12325,,
7/2/2013,12978,13257,12978,13203,10452,12422.19,,
7/3/2013,13090,13190,13020,13190,23894,12514.32,,
7/4/2013,13230,13311,13230,13251,7568,12601.66,,
7/5/2013,13158,13164,13087,13131,2447,12684.47,,
7/8/2013,12955,13019,12950,13000,3052,12762.96,,
7/9/2013,13013,13300,13013,13286,15011,12837.38,,
7/10/2013,13090,13145,12700,12700,19232,13311,,
7/11/2013,13363,13450,13304,13450,36812,12700,,
7/12/2013,13490,13560,13417,13484,10774,12723.14,,
7/15/2013,13655,13726,13634,13650,3130,12810.17,,
7/16/2013,13600,13600,13420,13455,2520,12953.04,,
7/17/2013,13455,13492,13436,13489,6694,13073.62,,
7/18/2013,13353,13417,13310,13382,8971,13175.4,,
7/19/2013,13462,13565,13462,13564,4288,13261.29,,
7/22/2013,13698,13860,13698,13860,6709,13333.78,,
7/23/2013,13899,13918,13841,13853,7753,13443.24,,
7/24/2013,13894,13992,13894,13952,12940,13566.68,,
7/25/2013,13876,13946,13865,13909,6286,13699.38,,
7/26/2013,13909,13933,13900,13915,40415,13790.68,,
7/29/2013,13878,13878,13780,13830,2714,13992,,
7/30/2013,13899,14116,13899,14090,17847,13780,,
7/31/2013,14069,14252,14068,14219,9138,13785.1,,
8/1/2013,14261,14300,14145,14196,7197,13833.65,,
8/2/2013,14072,14160,13897,13948,10892,14300,,
8/5/2013,14174,14320,14174,14269,18407,13897,,
8/6/2013,14100,14122,13828,13850,10755,14320,,
8/7/2013,13767,13769,13664,13750,25574,14312.41,,
8/8/2013,13710,13840,13701,13709,4917,14244.97,,
8/9/2013,13846,13913,13810,13810,2955,14184.55,,
8/12/2013,13910,13960,13882,13935,7194,14130.42,,
8/13/2013,14000,14137,14000,14073,17637,13664,,
8/14/2013,14073,14073,13945,14009,18565,13687.82,,
8/15/2013,14130,14164,14053,14091,9987,13710.39,,
8/16/2013,14350,14450,14323,14363,31491,13757.57,,
8/19/2013,14421,14475,14415,14440,14140,13865.59,,
8/20/2013,14430,14520,14428,14456,10304,13992.35,,
8/21/2013,14456,14650,14456,14526,9131,14129.54,,
8/22/2013,14577,14660,14567,14600,10900,14291.92,,
8/23/2013,14602,14730,14602,14730,7762,14425.9,,
8/26/2013,14850,14910,14843,14869,12889,14552.41,,
8/27/2013,14921,15080,14921,15080,11587,14719.76,,
8/28/2013,15260,15429,15194,15330,18376,14907.08,,
8/29/2013,15270,15270,15083,15101,30314,15429,,
8/30/2013,15100,15200,15100,15170,8234,15351.83,,
9/2/2013,14965,14977,14500,14966,6430,15278.68,,
9/3/2013,15082,15082,14832,14850,3653,15209.32,,
9/4/2013,14997,15050,14914,14914,7077,15143.58,,
9/5/2013,14624,14668,14560,14560,6038,15081.25,,
9/6/2013,14560,14560,14427,14444,9343,15022.17,,
9/9/2013,14512,14609,14512,14538,9823,14966.16,,
9/10/2013,14001,14448,14001,14218,10350,14913.06,,
9/11/2013,14101,14183,14101,14108,4825,14862.72,,
9/12/2013,14414,14414,14033,14112,4691,14815,,
9/13/2013,14000,14000,13675,13700,21693,14769.76,,
9/16/2013,13724,13769,13658,13719,9593,14655.9,,
9/17/2013,13720,13720,13520,13589,8683,14500.23,,
9/18/2013,13500,13500,13325,13365,12240,14296.34,,
9/19/2013,13850,13860,13793,13846,7218,14043.79,,
9/20/2013,13897,13935,13870,13910,9614,13325,,
9/23/2013,13629,13629,13456,13509,9909,13426.14,,
9/24/2013,13522,13600,13522,13600,21313,13935,,
9/25/2013,13600,13635,13558,13618,2628,13910.09,,
9/26/2013,13686,13753,13658,13679,4550,13886.48,,
9/27/2013,13618,13676,13582,13646,5218,13864.1,,
9/30/2013,13851,13920,13825,13830,10089,13522,,
10/1/2013,13731,13736,13606,13634,4759,13534.01,,
10/2/2013,13400,13400,13070,13287,16631,13920,,
10/3/2013,13469,13513,13433,13480,6121,13903.67,,
10/4/2013,13500,13500,13425,13425,2526,13854.72,,
10/7/2013,13399,13440,13376,13434,1175,13787.68,,
10/8/2013,13411,13577,13411,13529,3654,13702.06,,
10/9/2013,13500,13500,13437,13462,1410,13634.24,,
10/10/2013,13350,13350,13235,13330,11205,13580.52,,
10/11/2013,13220,13220,13080,13158,7286,13490.69,,
10/14/2013,13015,13015,12900,12905,17768,13362.55,,
10/15/2013,12907,12917,12830,12855,5315,13194.18,,
10/16/2013,12855,12969,12855,12948,3712,13042.68,,
10/17/2013,12900,12980,12900,12911,5006,12830,,
10/18/2013,13002,13228,13002,13156,10308,12868.84,,
10/21/2013,13120,13161,13104,13130,8027,12905.67,,
10/22/2013,13110,13144,13078,13096,4704,12940.58,,
10/23/2013,13278,13350,13237,13350,11714,12973.67,,
10/24/2013,13200,13449,13200,13347,3406,13005.04,,
10/25/2013,13347,13500,13347,13490,5550,13034.79,,
10/28/2013,13561,13601,13500,13530,4049,13062.98,,
10/29/2013,13626,13730,13620,13701,5750,13118.94,,
10/30/2013,13652,13699,13603,13625,4207,13214.26,,
10/31/2013,13650,13653,13520,13553,5630,13294.72,,
11/1/2013,13499,13500,13437,13470,7959,13362.62,,
11/4/2013,13469,13469,13302,13303,2801,13730,,
11/5/2013,13337,13365,13278,13353,4755,13686.84,,
11/6/2013,13306,13326,13250,13310,3085,13645.92,,
11/7/2013,13310,13398,13280,13334,3007,13607.14,,
11/8/2013,13334,13362,13300,13338,3840,13570.36,,
11/11/2013,13230,13239,13160,13212,6264,13535.51,,
11/12/2013,13160,13300,13150,13150,15728,13502.46,,
11/13/2013,13089,13150,13050,13050,14039,13471.13,,
11/14/2013,13051,13286,13051,13284,7438,13441.43,,
11/15/2013,13200,13400,13200,13286,3257,13413.28,,
11/18/2013,13300,13300,13150,13165,2309,13400,,
11/19/2013,13155,13155,13028,13086,5550,13374,,
11/20/2013,13000,13060,13000,13010,2576,13349.35,,
11/21/2013,12862,12933,12810,12890,5108,13325.98,,
11/22/2013,12900,13099,12886,13099,2528,13272.32,,
11/25/2013,13000,13058,12966,13000,3305,13224.24,,
11/26/2013,13101,13150,13072,13100,4282,13181.16,,
11/27/2013,13092,13166,13077,13077,2551,12810,,
11/28/2013,13000,13139,13000,13000,4217,12844.27,,
11/29/2013,13084,13200,13084,13160,6362,12876.75,,
12/2/2013,13182,13200,13091,13150,2904,12907.55,,
12/3/2013,12920,12948,12881,12920,9107,13200,,
12/4/2013,12899,12989,12880,12948,7647,13189.6,,
12/5/2013,13200,13243,13146,13178,5329,12880,,
12/6/2013,13008,13079,12971,13063,6479,12885.67,,
12/9/2013,13062,13062,12944,12980,5294,12905.78,,
12/10/2013,12980,13138,12980,13136,2663,12923.79,,
12/11/2013,13136,13280,13136,13250,17867,12957.21,,
12/12/2013,13316,13384,13289,13375,22339,13024.35,,
12/13/2013,13199,13235,13168,13225,4138,13117.86,,
12/16/2013,13276,13303,13230,13264,2734,13168,,
12/17/2013,13101,13384,13101,13347,3482,13384,,
12/18/2013,13255,13329,13255,13290,5010,13384,,
12/19/2013,13245,13318,13229,13303,6180,13361.12,,
12/20/2013,13000,13000,12899,12960,7624,13339.43,,
12/23/2013,12950,13000,12904,12906,3772,13293.62,,
12/24/2013,12879,12934,12879,12928,3112,13252.58,,
12/27/2013,13085,13125,13076,13112,3386,13194.3,,
12/30/2013,13182,13223,13143,13146,3217,12879,,
12/31/2013,12930,12986,12894,12911,4631,13223,,
1/2/2014,12916,13203,12916,13180,3967,13218.84,,
1/3/2014,13165,13330,13165,13200,13206,12894,,
1/6/2014,13010,13362,13010,13300,8020,12910.07,,
1/7/2014,13261,13381,13261,13355,5179,12957.07,,
1/8/2014,13283,13283,13187,13195,2177,13023.2,,
1/9/2014,13247,13300,13215,13260,1477,13079.02,,
1/10/2014,13260,13330,13253,13315,3395,13126.13,,
1/13/2014,13359,13400,13272,13272,6979,13165.89,,
1/14/2014,13280,13355,13280,13312,12935,13214.58,,
1/15/2014,13328,13379,13310,13347,7082,13253.15,,
1/16/2014,13350,13550,13350,13550,1830,13283.69,,
1/17/2014,13550,13589,13525,13562,1972,13350,,
1/20/2014,13739,13799,13704,13756,5220,13424.57,,
1/21/2014,13715,13715,13610,13664,4395,13560.86,,
1/22/2014,13587,13598,13470,13508,7326,13799,,
1/23/2014,13434,13500,13407,13488,5943,13757.97,,
1/24/2014,13865,13905,13809,13900,7278,13407,,
1/28/2014,13802,13865,13727,13799,8337,13416.93,,
1/29/2014,13720,13721,13646,13671,6940,13463.53,,
1/30/2014,13924,13950,13671,13671,31950,13505.28,,
1/31/2014,13724,13724,13540,13650,12133,13950,,
2/3/2014,13629,13687,13629,13651,34440,13934.19,,
2/4/2014,13713,13855,13595,13612,11714,13902.45,,
2/5/2014,13538,13579,13509,13560,4431,13855,,
2/6/2014,13560,13563,13458,13499,6550,13783.03,,
2/7/2014,13492,13574,13476,13573,18875,13698.52,,
2/10/2014,13610,13664,13585,13610,5058,13458,,
2/11/2014,13700,13780,13669,13726,15314,13478.64,,
2/12/2014,13744,13746,13627,13640,5036,13498.22,,
2/13/2014,13766,13901,13640,13640,16185,13516.77,,
2/14/2014,13900,13970,13883,13965,14939,13556.73,,
2/17/2014,14007,14104,14007,14074,5858,13621.2,,
2/18/2014,14101,14189,14003,14034,17276,13721.62,,
2/19/2014,14076,14118,14022,14025,5278,13843.14,,
2/20/2014,14025,14114,13993,14105,8000,13933.06,,
2/21/2014,14100,14128,14064,14069,4801,13993,,
2/24/2014,14188,14209,14148,14176,7356,14043.96,,
2/25/2014,14203,14232,14180,14182,5312,14095.45,,
2/26/2014,14283,14358,14280,14280,23140,14145.16,,
2/27/2014,14280,14319,14249,14260,5942,14233.7,,
2/28/2014,14260,14301,14248,14271,6428,14358,,
3/3/2014,14310,14510,14310,14479,26667,14248,,
3/4/2014,14529,14555,14479,14544,9367,14250.76,,
3/5/2014,14340,14363,14249,14345,21664,14555,,
3/6/2014,14310,14310,14217,14298,3400,14542.26,,
3/7/2014,14271,14297,14226,14226,4847,14508.43,,
3/10/2014,14300,14300,14104,14183,6314,14478.12,,
3/11/2014,14200,14299,14200,14265,4972,14419.76,,
3/12/2014,14440,14582,14440,14570,32513,14104,,
3/13/2014,14582,14603,14480,14571,11923,14117.47,,
3/14/2014,14598,14650,14589,14650,5804,14167.96,,
3/17/2014,14786,14850,14577,14577,29907,14243.16,,
3/18/2014,14529,14573,14373,14400,8100,14369.38,,
3/19/2014,14280,14334,14257,14295,2792,14850,,
3/20/2014,14145,14238,14105,14214,16154,14825.2,,
3/21/2014,14143,14182,14124,14125,4496,14750.3,,
3/24/2014,14115,14130,14036,14071,4676,14683.18,,
3/25/2014,13803,13849,13763,13846,6935,14582.22,,
3/26/2014,13759,13794,13718,13730,15468,14411.82,,
3/27/2014,13700,13700,13540,13540,33498,14231.43,,
3/28/2014,13418,13435,13375,13402,26557,14015.7,,
3/31/2014,13451,13501,13451,13500,8491,13782.49,,
4/1/2014,13323,13348,13242,13320,16289,13634.16,,
4/2/2014,13299,13370,13299,13300,3756,13471.02,,
4/3/2014,13415,13490,13415,13457,2742,13242,,
4/4/2014,13450,13490,13352,13490,8875,13298.78,,
4/7/2014,13490,13515,13470,13515,1897,13352,,
4/8/2014,13496,13528,13439,13475,3383,13403.06,,
4/9/2014,13475,13499,13420,13471,3574,13528,,
4/10/2014,13464,13480,13400,13450,3610,13518.85,,
4/11/2014,13500,13562,13496,13562,2116,13400,,
4/14/2014,13563,13616,13540,13569,4649,13405.15,,
4/15/2014,13539,13553,13492,13495,7786,13427.08,,
4/16/2014,13400,13400,13325,13325,3819,13616,,
4/17/2014,13325,13373,13325,13350,2375,13609.55,,
4/22/2014,13287,13298,13212,13253,5090,13579.96,,
4/23/2014,13146,13343,13146,13321,4937,13522.56,,
4/24/2014,13260,13321,13260,13321,3352,13444.23,,
4/28/2014,13482,13531,13474,13493,3808,13146,,
4/29/2014,13486,13548,13445,13548,2736,13159.21,,
4/30/2014,13420,13437,13374,13376,6325,13199.64,,
5/1/2014,13358,13381,13320,13357,2253,13235.87,,
5/2/2014,13300,13326,13277,13310,6749,13268.33,,
5/5/2014,13462,13595,13446,13561,8242,13277,,
5/6/2014,13595,13600,13533,13545,2045,13326.61,,
5/7/2014,13472,13519,13436,13484,3243,13383.47,,
5/8/2014,13302,13320,13215,13254,10542,13600,,
5/9/2014,13255,13279,13232,13270,2991,13583.2,,
5/12/2014,13264,13274,13152,13262,6412,13546.68,,
5/13/2014,13274,13322,13274,13280,3790,13485.11,,
5/14/2014,13276,13285,13235,13250,2175,13433.14,,
5/15/2014,13341,13410,13341,13349,5524,13152,,
5/16/2014,13340,13358,13300,13332,2389,13160.84,,
5/19/2014,13283,13345,13258,13335,6663,13181.34,,
5/20/2014,13300,13390,13300,13388,2100,13199.72,,
5/21/2014,13466,13500,13449,13479,4988,13229.4,,
5/22/2014,13420,13460,13383,13409,1335,13285.68,,
5/23/2014,13454,13487,13443,13479,4070,13330.26,,
5/26/2014,13400,13477,13400,13434,10805,13365.57,,
5/27/2014,13400,13436,13368,13368,757,13500,,
5/28/2014,13136,13138,13092,13119,5442,13487.42,,
5/29/2014,13110,13124,13011,13025,6042,13446.29,,
5/30/2014,12990,13002,12950,12989,6084,13378.39,,
6/2/2014,12901,12963,12856,12900,4044,13289.28,,
